Customer Age,Customer Gender,Product Purchased,Ticket Priority,Ticket Status,Ticket Type,Customer Satisfaction Rating,Customer Gender Encoded,Product Purchased Encoded,Ticket Priority Encoded,Ticket Status Encoded,Ticket Type Encoded
54,Female,GoPro Hero,Critical,Closed,Cancellation request,0,0,16,0,0,1
70,Male,Sony PlayStation,Medium,Open,Refund request,2,1,38,3,1,3
65,Other,Amazon Kindle,Medium,Open,Refund request,2,2,2,3,1,3
48,Female,Lenovo ThinkPad,Medium,Open,Refund request,2,0,23,3,1,3
23,Male,Samsung Galaxy,Medium,Pending Customer Response,Product inquiry,2,1,35,3,2,2
62,Female,Nintendo Switch Pro Controller,High,Closed,Cancellation request,0,0,31,1,0,1
63,Other,Apple AirPods,Medium,Open,Billing inquiry,2,2,3,3,1,0
48,Female,Samsung Galaxy,Low,Pending Customer Response,Product inquiry,2,0,35,2,2,2
65,Female,GoPro Action Camera,Low,Pending Customer Response,Cancellation request,2,0,15,2,2,1
42,Other,Dyson Vacuum Cleaner,Critical,Pending Customer Response,Technical issue,2,2,11,0,2,4
49,Other,Philips Hue Lights,Medium,Pending Customer Response,Refund request,2,2,32,3,2,3
34,Male,Canon EOS,Low,Pending Customer Response,Billing inquiry,2,1,9,2,2,0
45,Male,Bose QuietComfort,Critical,Open,Cancellation request,2,1,6,0,1,1
25,Male,Autodesk AutoCAD,Low,Open,Cancellation request,2,1,5,2,1,1
57,Other,MacBook Pro,Critical,Pending Customer Response,Refund request,2,2,24,0,2,3
27,Male,Bose SoundLink Speaker,Medium,Open,Cancellation request,2,1,7,3,1,1
31,Female,Roomba Robot Vacuum,Medium,Pending Customer Response,Cancellation request,2,0,34,3,2,1
19,Female,Xbox,Critical,Closed,Refund request,1,0,40,0,0,3
27,Male,Microsoft Surface,Medium,Open,Technical issue,2,1,26,3,1,4
27,Male,Roomba Robot Vacuum,High,Open,Billing inquiry,2,1,34,1,1,0
38,Female,Garmin Forerunner,High,Pending Customer Response,Billing inquiry,2,0,14,1,2,0
66,Other,Roomba Robot Vacuum,Critical,Pending Customer Response,Cancellation request,2,2,34,0,2,1
35,Male,Nest Thermostat,High,Closed,Refund request,0,1,28,1,0,3
50,Other,Nest Thermostat,Medium,Pending Customer Response,Product inquiry,2,2,28,3,2,2
49,Male,Bose QuietComfort,High,Closed,Cancellation request,1,1,6,1,0,1
41,Female,Sony Xperia,High,Closed,Technical issue,0,0,39,1,0,4
45,Male,Microsoft Office,Critical,Pending Customer Response,Refund request,2,1,25,0,2,3
40,Female,Samsung Galaxy,Critical,Pending Customer Response,Billing inquiry,2,0,35,0,2,0
62,Other,Garmin Forerunner,Low,Open,Cancellation request,2,2,14,2,1,1
41,Male,Xbox,Medium,Open,Product inquiry,2,1,40,3,1,2
31,Male,Google Nest,Medium,Open,Cancellation request,2,1,17,3,1,1
61,Male,Sony Xperia,Medium,Closed,Technical issue,1,1,39,3,0,4
47,Male,Garmin Forerunner,Medium,Closed,Technical issue,0,1,14,3,0,4
48,Female,Nintendo Switch,High,Closed,Product inquiry,1,0,30,1,0,2
33,Female,Microsoft Office,Low,Closed,Product inquiry,2,0,25,2,0,2
22,Male,iPhone,Low,Closed,Billing inquiry,0,1,41,2,0,0
37,Male,Asus ROG,Medium,Pending Customer Response,Product inquiry,2,1,4,3,2,2
28,Male,Sony PlayStation,Low,Closed,Refund request,1,1,38,2,0,3
45,Female,Google Pixel,Medium,Open,Cancellation request,2,0,18,3,1,1
41,Female,Apple AirPods,Critical,Closed,Billing inquiry,2,0,3,0,0,0
35,Female,Dyson Vacuum Cleaner,Critical,Pending Customer Response,Billing inquiry,2,0,11,0,2,0
67,Female,Nest Thermostat,Low,Pending Customer Response,Product inquiry,2,0,28,2,2,2
44,Female,Fitbit Versa Smartwatch,Critical,Open,Technical issue,2,0,13,0,1,4
20,Other,Sony Xperia,Critical,Open,Cancellation request,2,2,39,0,1,1
68,Male,MacBook Pro,Critical,Pending Customer Response,Billing inquiry,2,1,24,0,2,0
22,Male,Adobe Photoshop,Low,Open,Cancellation request,2,1,0,2,1,1
47,Other,Microsoft Xbox Controller,Medium,Pending Customer Response,Product inquiry,2,2,27,3,2,2
62,Female,Autodesk AutoCAD,Low,Pending Customer Response,Cancellation request,2,0,5,2,2,1
29,Male,Amazon Kindle,Critical,Closed,Technical issue,0,1,2,0,0,4
56,Female,Sony PlayStation,Medium,Closed,Refund request,0,0,38,3,0,3
43,Male,GoPro Action Camera,Low,Pending Customer Response,Product inquiry,2,1,15,2,2,2
26,Male,Sony 4K HDR TV,Low,Closed,Technical issue,1,1,37,2,0,4
48,Male,Garmin Forerunner,Medium,Closed,Technical issue,0,1,14,3,0,4
44,Female,Google Nest,Critical,Open,Product inquiry,2,0,17,0,1,2
44,Other,Autodesk AutoCAD,Critical,Open,Technical issue,2,2,5,0,1,4
68,Male,Google Nest,Critical,Closed,Cancellation request,1,1,17,0,0,1
43,Male,HP Pavilion,Critical,Closed,Product inquiry,0,1,19,0,0,2
68,Female,Autodesk AutoCAD,Low,Closed,Product inquiry,2,0,5,2,0,2
27,Female,Bose SoundLink Speaker,High,Pending Customer Response,Product inquiry,2,0,7,1,2,2
50,Female,LG OLED,Critical,Pending Customer Response,Technical issue,2,0,20,0,2,4
30,Other,Sony Xperia,Low,Open,Billing inquiry,2,2,39,2,1,0
35,Female,Sony Xperia,Critical,Open,Technical issue,2,0,39,0,1,4
20,Female,Bose QuietComfort,Medium,Closed,Billing inquiry,2,0,6,3,0,0
55,Female,MacBook Pro,Medium,Pending Customer Response,Product inquiry,2,0,24,3,2,2
21,Male,Google Pixel,Medium,Open,Billing inquiry,2,1,18,3,1,0
19,Male,Philips Hue Lights,Medium,Open,Product inquiry,2,1,32,3,1,2
49,Female,Amazon Kindle,Low,Pending Customer Response,Product inquiry,2,0,2,2,2,2
18,Male,Samsung Galaxy,Low,Pending Customer Response,Billing inquiry,2,1,35,2,2,0
44,Female,Samsung Galaxy,High,Closed,Cancellation request,2,0,35,1,0,1
56,Male,Fitbit Charge,Low,Closed,Technical issue,0,1,12,2,0,4
20,Male,Adobe Photoshop,Critical,Open,Technical issue,2,1,0,0,1,4
51,Female,Asus ROG,Medium,Closed,Technical issue,0,0,4,3,0,4
25,Female,Garmin Forerunner,Medium,Closed,Billing inquiry,1,0,14,3,0,0
58,Male,Sony 4K HDR TV,Critical,Closed,Billing inquiry,0,1,37,0,0,0
53,Female,MacBook Pro,Medium,Open,Cancellation request,2,0,24,3,1,1
46,Other,GoPro Hero,High,Closed,Refund request,2,2,16,1,0,3
43,Female,Fitbit Versa Smartwatch,Low,Pending Customer Response,Technical issue,2,0,13,2,2,4
27,Male,iPhone,Critical,Open,Billing inquiry,2,1,41,0,1,0
49,Other,Asus ROG,Critical,Closed,Refund request,2,2,4,0,0,3
38,Male,GoPro Hero,Low,Pending Customer Response,Cancellation request,2,1,16,2,2,1
29,Male,GoPro Action Camera,Low,Pending Customer Response,Product inquiry,2,1,15,2,2,2
54,Female,Bose SoundLink Speaker,Critical,Open,Refund request,2,0,7,0,1,3
42,Male,LG Smart TV,Low,Closed,Cancellation request,0,1,21,2,0,1
60,Male,Asus ROG,Medium,Closed,Technical issue,0,1,4,3,0,4
67,Female,Bose SoundLink Speaker,High,Pending Customer Response,Cancellation request,2,0,7,1,2,1
42,Other,Sony PlayStation,High,Pending Customer Response,Billing inquiry,2,2,38,1,2,0
37,Male,Bose QuietComfort,Medium,Open,Refund request,2,1,6,3,1,3
54,Other,Nintendo Switch,High,Open,Technical issue,2,2,30,1,1,4
45,Male,MacBook Pro,Low,Closed,Product inquiry,0,1,24,2,0,2
50,Other,Sony 4K HDR TV,Medium,Closed,Technical issue,0,2,37,3,0,4
52,Female,Fitbit Charge,High,Open,Cancellation request,2,0,12,1,1,1
25,Female,Nest Thermostat,Low,Pending Customer Response,Refund request,2,0,28,2,2,3
35,Male,Samsung Soundbar,High,Pending Customer Response,Refund request,2,1,36,1,2,3
59,Male,Google Pixel,Medium,Open,Billing inquiry,2,1,18,3,1,0
53,Male,Garmin Forerunner,Medium,Pending Customer Response,Billing inquiry,2,1,14,3,2,0
55,Female,GoPro Hero,Medium,Open,Technical issue,2,0,16,3,1,4
42,Other,Fitbit Versa Smartwatch,High,Pending Customer Response,Product inquiry,2,2,13,1,2,2
27,Female,iPhone,Critical,Open,Technical issue,2,0,41,0,1,4
67,Female,Nintendo Switch,Medium,Closed,Billing inquiry,0,0,30,3,0,0
56,Female,Fitbit Versa Smartwatch,Low,Open,Technical issue,2,0,13,2,1,4
59,Male,Google Pixel,Low,Open,Cancellation request,2,1,18,2,1,1
30,Other,Sony 4K HDR TV,Critical,Closed,Technical issue,0,2,37,0,0,4
23,Other,Philips Hue Lights,High,Open,Refund request,2,2,32,1,1,3
41,Other,Sony Xperia,Medium,Closed,Refund request,2,2,39,3,0,3
54,Female,Fitbit Versa Smartwatch,High,Pending Customer Response,Technical issue,2,0,13,1,2,4
23,Female,iPhone,High,Closed,Refund request,0,0,41,1,0,3
69,Other,Dell XPS,High,Pending Customer Response,Refund request,2,2,10,1,2,3
40,Male,Autodesk AutoCAD,Critical,Open,Billing inquiry,2,1,5,0,1,0
28,Male,Amazon Kindle,High,Closed,Refund request,0,1,2,1,0,3
44,Male,Lenovo ThinkPad,Critical,Open,Technical issue,2,1,23,0,1,4
50,Other,Fitbit Charge,High,Pending Customer Response,Technical issue,2,2,12,1,2,4
37,Other,GoPro Action Camera,Critical,Open,Refund request,2,2,15,0,1,3
29,Female,iPhone,Medium,Closed,Billing inquiry,0,0,41,3,0,0
67,Female,Garmin Forerunner,Low,Closed,Product inquiry,0,0,14,2,0,2
41,Female,Asus ROG,Low,Closed,Refund request,0,0,4,2,0,3
34,Male,Sony Xperia,Low,Pending Customer Response,Cancellation request,2,1,39,2,2,1
69,Female,Samsung Soundbar,Medium,Open,Cancellation request,2,0,36,3,1,1
26,Other,LG OLED,Medium,Pending Customer Response,Refund request,2,2,20,3,2,3
23,Other,GoPro Hero,Medium,Open,Product inquiry,2,2,16,3,1,2
36,Female,Sony PlayStation,Critical,Open,Technical issue,2,0,38,0,1,4
41,Other,Autodesk AutoCAD,Low,Closed,Cancellation request,2,2,5,2,0,1
36,Other,Dyson Vacuum Cleaner,Critical,Closed,Technical issue,2,2,11,0,0,4
59,Male,Microsoft Surface,Medium,Closed,Technical issue,0,1,26,3,0,4
41,Female,Nintendo Switch Pro Controller,High,Closed,Technical issue,2,0,31,1,0,4
26,Female,Microsoft Xbox Controller,Critical,Closed,Product inquiry,2,0,27,0,0,2
57,Other,LG Smart TV,Medium,Pending Customer Response,Refund request,2,2,21,3,2,3
69,Other,Xbox,Low,Closed,Technical issue,1,2,40,2,0,4
66,Male,Amazon Kindle,Medium,Closed,Refund request,1,1,2,3,0,3
57,Other,Bose QuietComfort,High,Open,Refund request,2,2,6,1,1,3
49,Male,Roomba Robot Vacuum,Critical,Open,Cancellation request,2,1,34,0,1,1
52,Other,Fitbit Versa Smartwatch,Low,Pending Customer Response,Refund request,2,2,13,2,2,3
28,Male,Nintendo Switch,Low,Closed,Refund request,0,1,30,2,0,3
52,Male,Sony Xperia,Critical,Closed,Cancellation request,1,1,39,0,0,1
36,Other,Sony Xperia,Medium,Open,Billing inquiry,2,2,39,3,1,0
59,Female,LG Washing Machine,Low,Pending Customer Response,Billing inquiry,2,0,22,2,2,0
34,Male,Microsoft Surface,High,Pending Customer Response,Cancellation request,2,1,26,1,2,1
65,Male,Canon DSLR Camera,Critical,Closed,Product inquiry,1,1,8,0,0,2
29,Male,Amazon Echo,Low,Open,Technical issue,2,1,1,2,1,4
53,Female,Autodesk AutoCAD,Critical,Pending Customer Response,Technical issue,2,0,5,0,2,4
59,Male,Garmin Forerunner,Low,Open,Product inquiry,2,1,14,2,1,2
28,Male,Xbox,Medium,Open,Technical issue,2,1,40,3,1,4
61,Other,Fitbit Charge,High,Closed,Refund request,1,2,12,1,0,3
44,Other,Asus ROG,Low,Open,Refund request,2,2,4,2,1,3
47,Other,Microsoft Surface,Medium,Open,Product inquiry,2,2,26,3,1,2
49,Male,Microsoft Office,High,Pending Customer Response,Technical issue,2,1,25,1,2,4
29,Other,LG Smart TV,Medium,Pending Customer Response,Billing inquiry,2,2,21,3,2,0
29,Female,Amazon Echo,Medium,Open,Product inquiry,2,0,1,3,1,2
55,Female,Microsoft Xbox Controller,Low,Pending Customer Response,Billing inquiry,2,0,27,2,2,0
61,Other,Sony Xperia,Critical,Open,Billing inquiry,2,2,39,0,1,0
65,Other,GoPro Hero,High,Closed,Refund request,2,2,16,1,0,3
53,Other,Sony 4K HDR TV,Critical,Pending Customer Response,Refund request,2,2,37,0,2,3
56,Female,Dell XPS,Low,Closed,Product inquiry,1,0,10,2,0,2
46,Female,Garmin Forerunner,High,Closed,Cancellation request,1,0,14,1,0,1
51,Other,Sony Xperia,Medium,Pending Customer Response,Technical issue,2,2,39,3,2,4
21,Male,Canon EOS,Critical,Pending Customer Response,Product inquiry,2,1,9,0,2,2
67,Male,Microsoft Surface,Medium,Pending Customer Response,Product inquiry,2,1,26,3,2,2
65,Male,PlayStation,Low,Pending Customer Response,Cancellation request,2,1,33,2,2,1
37,Male,Google Nest,Medium,Open,Technical issue,2,1,17,3,1,4
59,Other,Canon DSLR Camera,Low,Pending Customer Response,Cancellation request,2,2,8,2,2,1
61,Other,Dyson Vacuum Cleaner,Low,Open,Refund request,2,2,11,2,1,3
58,Female,Canon DSLR Camera,Low,Closed,Cancellation request,1,0,8,2,0,1
27,Other,Garmin Forerunner,Critical,Open,Product inquiry,2,2,14,0,1,2
47,Other,Samsung Soundbar,Low,Closed,Refund request,1,2,36,2,0,3
29,Male,Amazon Kindle,Medium,Pending Customer Response,Product inquiry,2,1,2,3,2,2
52,Other,Apple AirPods,High,Closed,Cancellation request,0,2,3,1,0,1
66,Female,Autodesk AutoCAD,Low,Open,Refund request,2,0,5,2,1,3
51,Female,iPhone,Low,Closed,Refund request,2,0,41,2,0,3
30,Female,Dyson Vacuum Cleaner,Critical,Open,Billing inquiry,2,0,11,0,1,0
60,Other,iPhone,Low,Open,Technical issue,2,2,41,2,1,4
65,Male,LG OLED,Low,Pending Customer Response,Product inquiry,2,1,20,2,2,2
50,Male,Autodesk AutoCAD,Critical,Pending Customer Response,Technical issue,2,1,5,0,2,4
37,Other,LG Smart TV,Low,Closed,Technical issue,0,2,21,2,0,4
44,Male,Samsung Galaxy,Medium,Pending Customer Response,Product inquiry,2,1,35,3,2,2
55,Male,Dyson Vacuum Cleaner,Medium,Pending Customer Response,Product inquiry,2,1,11,3,2,2
29,Female,Sony PlayStation,Low,Pending Customer Response,Technical issue,2,0,38,2,2,4
50,Male,Microsoft Office,Critical,Closed,Product inquiry,2,1,25,0,0,2
21,Other,Lenovo ThinkPad,Critical,Closed,Product inquiry,1,2,23,0,0,2
68,Other,Xbox,Medium,Closed,Billing inquiry,0,2,40,3,0,0
66,Other,Google Pixel,Critical,Closed,Product inquiry,1,2,18,0,0,2
70,Male,Microsoft Xbox Controller,Low,Open,Refund request,2,1,27,2,1,3
62,Other,GoPro Action Camera,Critical,Closed,Billing inquiry,2,2,15,0,0,0
58,Male,LG OLED,Low,Closed,Cancellation request,0,1,20,2,0,1
59,Other,MacBook Pro,Medium,Closed,Technical issue,1,2,24,3,0,4
53,Female,LG Washing Machine,High,Closed,Technical issue,2,0,22,1,0,4
53,Other,Samsung Galaxy,Medium,Closed,Technical issue,2,2,35,3,0,4
29,Female,Amazon Echo,High,Pending Customer Response,Refund request,2,0,1,1,2,3
30,Male,HP Pavilion,Low,Open,Cancellation request,2,1,19,2,1,1
54,Other,Xbox,High,Closed,Refund request,0,2,40,1,0,3
61,Male,Sony PlayStation,Low,Pending Customer Response,Technical issue,2,1,38,2,2,4
21,Female,LG Smart TV,Medium,Closed,Technical issue,1,0,21,3,0,4
37,Female,Adobe Photoshop,Low,Pending Customer Response,Product inquiry,2,0,0,2,2,2
18,Other,Amazon Echo,Critical,Open,Cancellation request,2,2,1,0,1,1
56,Other,Samsung Soundbar,Critical,Pending Customer Response,Product inquiry,2,2,36,0,2,2
26,Other,GoPro Hero,Critical,Pending Customer Response,Refund request,2,2,16,0,2,3
51,Other,Bose SoundLink Speaker,Medium,Pending Customer Response,Technical issue,2,2,7,3,2,4
28,Male,GoPro Hero,Medium,Pending Customer Response,Refund request,2,1,16,3,2,3
54,Female,Dyson Vacuum Cleaner,High,Closed,Technical issue,0,0,11,1,0,4
35,Male,GoPro Hero,Medium,Open,Product inquiry,2,1,16,3,1,2
20,Female,LG Smart TV,Low,Closed,Product inquiry,2,0,21,2,0,2
30,Female,Adobe Photoshop,Critical,Closed,Cancellation request,0,0,0,0,0,1
58,Male,LG Washing Machine,Critical,Pending Customer Response,Cancellation request,2,1,22,0,2,1
19,Male,Bose QuietComfort,High,Pending Customer Response,Product inquiry,2,1,6,1,2,2
39,Female,Amazon Kindle,Medium,Closed,Technical issue,0,0,2,3,0,4
35,Female,Microsoft Office,Critical,Closed,Billing inquiry,0,0,25,0,0,0
53,Other,Microsoft Xbox Controller,Medium,Open,Technical issue,2,2,27,3,1,4
49,Male,Google Nest,Critical,Pending Customer Response,Cancellation request,2,1,17,0,2,1
55,Male,GoPro Hero,Low,Pending Customer Response,Refund request,2,1,16,2,2,3
47,Male,Nintendo Switch,Medium,Pending Customer Response,Technical issue,2,1,30,3,2,4
59,Other,Dell XPS,Low,Pending Customer Response,Cancellation request,2,2,10,2,2,1
63,Other,Sony 4K HDR TV,Medium,Pending Customer Response,Billing inquiry,2,2,37,3,2,0
29,Male,Microsoft Xbox Controller,High,Open,Cancellation request,2,1,27,1,1,1
43,Other,Google Nest,Low,Open,Billing inquiry,2,2,17,2,1,0
54,Female,MacBook Pro,Low,Pending Customer Response,Product inquiry,2,0,24,2,2,2
66,Male,MacBook Pro,Low,Open,Refund request,2,1,24,2,1,3
51,Other,Garmin Forerunner,Low,Pending Customer Response,Technical issue,2,2,14,2,2,4
59,Other,LG OLED,Low,Open,Cancellation request,2,2,20,2,1,1
65,Other,Sony PlayStation,High,Pending Customer Response,Billing inquiry,2,2,38,1,2,0
24,Male,Apple AirPods,High,Closed,Refund request,1,1,3,1,0,3
44,Male,Amazon Kindle,High,Open,Product inquiry,2,1,2,1,1,2
50,Male,Canon DSLR Camera,Critical,Open,Technical issue,2,1,8,0,1,4
52,Male,Lenovo ThinkPad,Critical,Open,Technical issue,2,1,23,0,1,4
38,Male,Fitbit Versa Smartwatch,Medium,Open,Cancellation request,2,1,13,3,1,1
68,Other,Nintendo Switch,Low,Pending Customer Response,Refund request,2,2,30,2,2,3
22,Other,LG Washing Machine,Critical,Open,Cancellation request,2,2,22,0,1,1
47,Female,Microsoft Xbox Controller,Medium,Pending Customer Response,Product inquiry,2,0,27,3,2,2
40,Female,Samsung Soundbar,High,Pending Customer Response,Technical issue,2,0,36,1,2,4
32,Other,MacBook Pro,Low,Pending Customer Response,Cancellation request,2,2,24,2,2,1
42,Female,Amazon Kindle,Low,Closed,Technical issue,0,0,2,2,0,4
36,Male,Nest Thermostat,Medium,Closed,Cancellation request,1,1,28,3,0,1
65,Other,Lenovo ThinkPad,Medium,Open,Billing inquiry,2,2,23,3,1,0
50,Male,Samsung Galaxy,Critical,Pending Customer Response,Technical issue,2,1,35,0,2,4
41,Male,Microsoft Xbox Controller,Low,Pending Customer Response,Cancellation request,2,1,27,2,2,1
19,Other,PlayStation,Medium,Pending Customer Response,Product inquiry,2,2,33,3,2,2
32,Male,Nikon D,Low,Closed,Technical issue,2,1,29,2,0,4
48,Male,Sony Xperia,Medium,Pending Customer Response,Product inquiry,2,1,39,3,2,2
40,Female,Autodesk AutoCAD,High,Pending Customer Response,Product inquiry,2,0,5,1,2,2
32,Other,HP Pavilion,High,Open,Cancellation request,2,2,19,1,1,1
65,Male,Sony PlayStation,Medium,Pending Customer Response,Billing inquiry,2,1,38,3,2,0
27,Other,Bose QuietComfort,Low,Pending Customer Response,Refund request,2,2,6,2,2,3
36,Female,GoPro Hero,Medium,Pending Customer Response,Refund request,2,0,16,3,2,3
21,Female,Google Nest,Critical,Closed,Billing inquiry,0,0,17,0,0,0
49,Female,Nintendo Switch,Medium,Open,Refund request,2,0,30,3,1,3
67,Other,Philips Hue Lights,Critical,Closed,Technical issue,2,2,32,0,0,4
20,Male,Nintendo Switch,Low,Open,Billing inquiry,2,1,30,2,1,0
50,Other,Google Nest,Low,Closed,Billing inquiry,0,2,17,2,0,0
63,Female,Autodesk AutoCAD,Critical,Open,Refund request,2,0,5,0,1,3
38,Female,Nintendo Switch Pro Controller,Critical,Closed,Cancellation request,2,0,31,0,0,1
69,Female,iPhone,Medium,Open,Product inquiry,2,0,41,3,1,2
43,Other,PlayStation,High,Pending Customer Response,Refund request,2,2,33,1,2,3
30,Female,iPhone,Medium,Open,Refund request,2,0,41,3,1,3
59,Male,Nintendo Switch Pro Controller,Critical,Closed,Billing inquiry,2,1,31,0,0,0
57,Female,Microsoft Surface,Low,Closed,Technical issue,2,0,26,2,0,4
48,Other,Google Pixel,High,Pending Customer Response,Technical issue,2,2,18,1,2,4
51,Male,LG Smart TV,Medium,Pending Customer Response,Cancellation request,2,1,21,3,2,1
66,Male,Sony 4K HDR TV,Medium,Pending Customer Response,Billing inquiry,2,1,37,3,2,0
63,Female,Canon EOS,Critical,Closed,Product inquiry,0,0,9,0,0,2
67,Other,Nintendo Switch Pro Controller,Medium,Pending Customer Response,Technical issue,2,2,31,3,2,4
70,Female,Microsoft Surface,Low,Open,Cancellation request,2,0,26,2,1,1
48,Female,Adobe Photoshop,High,Closed,Product inquiry,1,0,0,1,0,2
38,Other,Samsung Galaxy,Low,Closed,Refund request,2,2,35,2,0,3
46,Male,Autodesk AutoCAD,Critical,Open,Refund request,2,1,5,0,1,3
53,Male,Sony 4K HDR TV,Low,Pending Customer Response,Product inquiry,2,1,37,2,2,2
65,Other,Google Pixel,Critical,Pending Customer Response,Technical issue,2,2,18,0,2,4
58,Male,Bose SoundLink Speaker,Low,Open,Refund request,2,1,7,2,1,3
51,Male,GoPro Hero,Critical,Pending Customer Response,Refund request,2,1,16,0,2,3
51,Other,iPhone,Critical,Closed,Billing inquiry,2,2,41,0,0,0
47,Female,Microsoft Surface,High,Closed,Product inquiry,2,0,26,1,0,2
35,Female,Roomba Robot Vacuum,High,Closed,Technical issue,1,0,34,1,0,4
50,Male,Sony PlayStation,Critical,Pending Customer Response,Billing inquiry,2,1,38,0,2,0
21,Male,Nest Thermostat,Critical,Open,Refund request,2,1,28,0,1,3
53,Male,Xbox,Critical,Pending Customer Response,Cancellation request,2,1,40,0,2,1
23,Male,Sony 4K HDR TV,Medium,Pending Customer Response,Product inquiry,2,1,37,3,2,2
37,Male,Adobe Photoshop,Low,Pending Customer Response,Product inquiry,2,1,0,2,2,2
50,Other,Dell XPS,Low,Pending Customer Response,Refund request,2,2,10,2,2,3
47,Other,Google Nest,Medium,Open,Cancellation request,2,2,17,3,1,1
35,Other,Roomba Robot Vacuum,High,Open,Product inquiry,2,2,34,1,1,2
30,Male,Nintendo Switch Pro Controller,Low,Pending Customer Response,Cancellation request,2,1,31,2,2,1
30,Female,Autodesk AutoCAD,Medium,Open,Product inquiry,2,0,5,3,1,2
63,Male,Nintendo Switch Pro Controller,High,Closed,Product inquiry,0,1,31,1,0,2
